"ZD7","DX"
"9V","DX"
"FP","DX"
"C9","DX"
"UA9","DX"
"4U","DX"
"YO","DX"
"3C0","DX"
"8P","DX"
"V2","DX"
"J7","DX"
"HZ","DX"
"EA9","DX"
"VK9C","DX"
"C6","DX"
"YI","DX"
"SY2","DX"
"FY","DX"
"JX","DX"
"KP5","DX"
"TR","DX"
"HK0","DX"
"T31","DX"
"9A","DX"
"ZL7","DX"
"VK","DX"
"J3","DX"
"GREECE","DX"
"JW","DX"
"KH2","DX"
"EZ","DX"
"JT","DX"
"SCOTLAND","DX"
"NORTHERN","DX"
"MEXICO","DX"
"AUSTRIA","DX"
"GUATEMALA","DX"
"URUGUAY","DX"
"ECUADOR","DX"
"ARGENTINA","DX"
"EUROPEAN","DX"
"BULGARIA","DX"
"FRANCE","DX"
"BELARUS","DX"
"POLAND","DX"
"ANGOLA","DX"
"CHINA","DX"
"NAMBIA","DX"
"CZECH","DX"
"ISRAEL","DX"
"ENGLAND","DX"
"PUERTO","DX"
"PANAMA","DX"
"BALEARIC","DX"
"ITALY","DX"
"SWITZERLAND","DX"
"HUNGARY","DX"
"NEW","DX"
"AUSTRALIA","DX"
"GUAM","DX"
"GERMANY","DX"
"JAPAN","DX"
"ARUBA","DX"
"CANARY","DX"
"BELIZE","DX"
"NIGERIA","DX"
"ES","DX"
"JD","DX"
"TT","DX"
"VK9N","DX"
"9Q","DX"
"VR2","DX"
"T9","DX"
"XU","DX"
"S0","DX"
"V5","DX"
"YA","DX"
"9G","DX"
"P5","DX"
"4S","DX"
"VU","DX"
"GJ","DX"
"6Y","DX"
"ZC","DX"
"A5","DX"
"PJ5","DX"
"4W","DX"
"PY","DX"
"VP2V","DX"
"YV","DX"
"I","DX"
"3B9","DX"
"T8","DX"
"ER","DX"
"S2","DX"
"LY","DX"
"ZS8","DX"
"HC8","DX"
"CT3","DX"
"JA","DX"
"FR","DX"
"T2","DX"
"CE9","DX"
"D2","DX"
"ZK1","DX"
"CX","DX"
"PJ2","DX"
"CONGO","DX"
"A4","DX"
"FO","DX"
"BS7","DX"
"PAC","DX"
"YN","DX"
"7Q","DX"
"OZ","DX"
"VK9W","DX"
"T33","DX"
"YV0","DX"
"KH0","DX"
"9M6","DX"
"ZA","DX"
"T32","DX"
"PY0T","DX"
"XZ","DX"
"1S","DX"
"SV9","DX"
"EA8","DX"
"KG4","DX"
"ZB","DX"
"5V","DX"
"KH1","DX"
"ZD8","DX"
"XX9","DX"
"A3","DX"
"J6","DX"
"CP","DX"
"9U","DX"
"E4","DX"
"YL","DX"
"V6","DX"
"UN","DX"
"KP2","DX"
"CY0","DX"
"9M2","DX"
"FO0","DX"
"NETHERLANDS","DX"
"HB","DX"
"XE","DX"
"3A","DX"
"KL","DX"
"3B6","DX"
"GD","DX"
"KH4","DX"
"DU","DX"
"P4","DX"
"KH7K","DX"
"TJ","DX"
"9J","DX"
"5T","DX"
"3V","DX"
"VP6","DX"
"OJ0","DX"
"EY","DX"
"RA","DX"
"EX","DX"
"V4","DX"
"HV","DX"
"TG","DX"
"E3","DX"
"IVORY_COAST","DX"
"3X","DX"
"UK","DX"
"GM","DX"
"5R","DX"
"HL","DX"
"4X","DX"
"KP4","DX"
"VE","DX"
"KH9","DX"
"S7","DX"
"8R","DX"
"TF","DX"
"3C","DX"
"LIBERIA","DX"
"T30","DX"
"3DA","DX"
"DOMINICAN_REPABLIC","DX"
"OM","DX"
"FR/G","DX"
"OX","DX"
"6W","DX"
"1A","DX"
"BV9","DX"
"J5","DX"
"YU","DX"
"VQ9","DX"
"F","DX"
"T5","DX"
"KH3","DX"
"KH5","DX"
"5Z","DX"
"YK","DX"
"OA","DX"
"LX","DX"
"HC","DX"
"9K","DX"
"CN","DX"
"5H","DX"
"FINNLAND","DX"
"TK","DX"
"GI","DX"
"A6","DX"
"C3","DX"
"5X","DX"
"VP2E","DX"
"VU7","DX"
"3Y","DX"
"TZ","DX"
"J2","DX"
"ZK3","DX"
"K","DX"
"P2","DX"
"FH","DX"
"BV","DX"
"FS","DX"
"G","DX"
"VU4","DX"
"HS","DX"
"A9","DX"
"FK","DX"
"FT_X","DX"
"V7","DX"
"UA2","DX"
"A2","DX"
"EP","DX"
"OE","DX"
"EK","DX"
"9X","DX"
"PY0F","DX"
"EV","DX"
"9N","DX"
"ZK2","DX"
"ZP","DX"
"ZL9","DX"
"PY0P","DX"
"7O","DX"
"S9","DX"
"LZ","DX"
"VK9M","DX"
"5W","DX"
"ELDO","ELDO"
"EL","ELDO"
"EL DOR","ELDO"
"ELD","ELDO"
"ELDORA","ELDO"
"FLORID","FL"
"NFL","FL"
"FLO","FL"
"WCF","FL"
"FLOR","FL"
"SFL","FL"
"FLORIDA","FL"
"FLA","FL"
"FL","FL"
"FRESNO","FRES"
"FRSNO","FRES"
"FRE","FRES"
"FRES","FRES"
"FRS","FRES"
"FRSN","FRES"
"GEORGIA","GA"
"GA","GA"
"GEORGI","GA"
"GEOR","GA"
"GLENN","GLEN"
"GL","GLEN"
"GLN","GLEN"
"GLE","GLEN"
"GLEN","GLEN"
"HAWI","HI"
"HAWA","HI"
"HAWAII","HI"
"KH6","HI"
"HI","HI"
"HU","HUMB"
"HUMBOL","HUMB"
"HMB","HUMB"
"HUMB","HUMB"
"HMBT","HUMB"
"HUM","HUMB"
"IOWA","IA"
"IO","IA"
"IA","IA"
"IDAH","ID"
"IDAHO","ID"
"ID","ID"
"ILL","IL"
"ILLI","IL"
"IL","IL"
"ILLINO","IL"
"IMP","IMPE"
"IMPERI","IMPE"
"IMPER","IMPE"
"IMPE","IMPE"
"IN","IN"
"IND","IN"
"INDIAN","IN"
"INDI","IN"
"INYO","INYO"
"ONYO","INYO"
"INY","INYO"
"KRN","KERN"
"KER","KERN"
"KERN","KERN"
"KINGS","KING"
"KING","KING"
"KIN","KING"
"KNG","KING"
"KA","KS"
"KANS","KS"
"KAN","KS"
"KS","KS"
"KANSAS","KS"
"KY","KY"
"KEN","KY"
"KENT","KY"
"KENTUC","KY"
"LOUISI","LA"
"LA","LA"
"LOUI","LA"
"LAK","LAKE"
"LKE","LAKE"
"LAKE","LAKE"
"LOS","LANG"
"LOS AN","LANG"
"LOSA","LANG"
"LOSANG","LANG"
"LAX","LANG"
"LANG","LANG"
"LOSANGLES","LANG"
"LAXX","LANG"
"ANGELES","LANG"
"LAS","LASS"
"LASS","LASS"
"LASSEN","LASS"
"MAS","MA"
"WMA","MA"
"MA","MA"
"MASSAC","MA"
"EMA","MA"
"MASS","MA"
"MADE","MADE"
"MADERA","MADE"
"MAD","MADE"
"MARN","MARN"
"MARIN","MARN"
"MRN","MARN"
"MARI","MARN"
"MRP","MARP"
"MARIPO","MARP"
"MARP","MARP"
"MARIP","MARP"
"MANA","MB"
"MANATO","MB"
"VE4","MB"
"MAN","MB"
"MB","MB"
"VA4","MB"
"MARY","MD"
"MDC","MD"
"MARYL","MD"
"MD","MD"
"DC","MD"
"MAIN","ME"
"MAINE","ME"
"ME","ME"
"MEND","MEND"
"MENDOC","MEND"
"MEN","MEND"
"MDCN","MEND"
"MER","MERC"
"MERC","MERC"
"MERCED","MERC"
"MI","MI"
"MIC","MI"
"MICHIG","MI"
"MICH","MI"
"MIN","MN"
"MINNES","MN"
"MINN","MN"
"MN","MN"
"M0","MO"
"MISSOU","MO"
"MO","MO"
"MODOC","MODO"
"MOD","MODO"
"MODO","MODO"
"MONO","MONO"
"MON","MONO"
"MTRY","MONT"
"MONTER","MONT"
"MONT","MONT"
"MOT","MONT"
"MARITIME","MR"
"NL","MR"
"MR","MR"
"VE0","MR"
"VE9","MR"
"NB","MR"
"NS","MR"
"VO9","MR"
"VE1","MR"
"VO2","MR"
"MAR","MR"
"VO1","MR"
"VA1","MR"
"PEI","MR"
"PE","MR"
"MS","MS"
"MIS","MS"
"MISSIS","MS"
"MONTAN","MT"
"MT","MT"
"NAPA","NAPA"
"NAP","NAPA"
"NCAR","NC"
"NC","NC"
"NCAROL","NC"
"NDAK","ND"
"ND","ND"
"DAK","ND"
"DAKOTA","ND"
"NEBRASKA","NE"
"NEBR","NE"
"NEB","NE"
"NE","NE"
"NEBRAS","NE"
"NEV","NEVA"
"NEVA","NEVA"
"NH","NH"
"NHAM","NH"
"HAMPSH","NH"
"HAMP","NH"
"NJER","NJ"
"JERSEY","NJ"
"SNJ","NJ"
"NJERS","NJ"
"NNJ","NJ"
"NJ","NJ"
"NM","NM"
"NMEX","NM"
"NU","NT"
"NT","NT"
"YUK","NT"
"YT","NT"
"VE8","NT"
"NWT","NT"
"YNWT","NT"
"VY1","NT"
"YUKON","NT"
"NV","NV"
"NNY","NY"
"ENY","NY"
"NLI","NY"
"YORK","NY"
"YOR","NY"
"WNY","NY"
"NY","NY"
"OH","OH"
"OHIO","OH"
"OKLA","OK"
"OKLAHO","OK"
"OK","OK"
"ON","ON"
"VE3","ON"
"ONT","ON"
"ONN","ON"
"ONE","ON"
"ONTE","ON"
"GTA","ON"
"ONTERI","ON"
"VA3","ON"
"ONS","ON"
"OR","OR"
"OREGON","OR"
"OREG","OR"
"ORAN","ORAN"
"ORANGE","ORAN"
"ORG","ORAN"
"ORA","ORAN"
"PENN","PA"
"WPA","PA"
"PENNSY","PA"
"PA","PA"
"PEN","PA"
"EPA","PA"
"PLAC","PLAC"
"PLCR","PLAC"
"PLA","PLAC"
"PLACER","PLAC"
"PLUM","PLUM"
"PL","PLUM"
"PLUMAS","PLUM"
"PLU","PLUM"
"QU","QC"
"QC","QC"
"VE2","QC"
"QUE","QC"
"VA2","QC"
"QUEBEC","QC"
"QUEB","QC"
"PQ","QC"
"ISLAND","RI"
"RHODE","RI"
"RI","RI"
"RIVR","RIVE"
"RIVERS","RIVE"
"RIV","RIVE"
"RIVE","RIVE"
"SACA","SACR"
"SACR","SACR"
"SAC","SACR"
"SV","SACR"
"SACRAM","SACR"
"BARB","SBAR"
"SB","SBAR"
"SBA","SBAR"
"SBAR","SBAR"
"BARBAR","SBAR"
"SBEN","SBEN"
"SBN","SBEN"
"BENITO","SBEN"
"SANBEN","SBEN"
"SBER","SBER"
"BERN","SBER"
"SBRN","SBER"
"BERNAD","SBER"
"SBERN","SBER"
"SBR","SBER"
"SBERNA","SBER"
"SCAROL","SC"
"SCAR","SC"
"SC","SC"
"SOUTH CAR","SC"
"SCLA","SCLA"
"CLARA","SCLA"
"SCL","SCLA"
"SCV","SCLA"
"SCLARA","SCLA"
"SACL","SCLA"
"CLAR","SCLA"
"SCLR","SCLA"
"SCLU","SCLA"
"SCRZ","SCRU"
"SCRU","SCRU"
"SCR","SCRU"
"SCRUZ","SCRU"
"CRUZ","SCRU"
"SD","SD"
"SDAK","SD"
"SDAKOT","SD"
"SDG","SDIE"
"SDIEGO","SDIE"
"DIEGO","SDIE"
"DIEG","SDIE"
"SAN DI","SDIE"
"SDGO","SDIE"
"SIDE","SDIE"
"SDEI","SDIE"
"SDIE","SDIE"
"SRFA","SFRA"
"FRAN","SFRA"
"SFRA","SFRA"
"SAN FR","SFRA"
"SFRAN","SFRA"
"FRANCI","SFRA"
"SANF","SFRA"
"SFO","SFRA"
"SF","SFRA"
"SFRN","SFRA"
"SH","SHAS"
"SHASTA","SHAS"
"SHAS","SHAS"
"SHA","SHAS"
"SIERRA","SIER"
"SIE","SIER"
"SIER","SIER"
"SIK","SISK"
"SIS","SISK"
"SYSK","SISK"
"SISKIY","SISK"
"SISK","SISK"
"SJ","SJOA"
"SJQ","SJOA"
"SJOA","SJOA"
"SJO","SJOA"
"JOAQUI","SJOA"
"SAN JO","SJOA"
"SJV","SJOA"
"SJOQ","SJOA"
"SANJ","SJOA"
"JOAQ","SJOA"
"SJAQ","SJOA"
"SJOAQU","SJOA"
"SAS","SK"
"SK","SK"
"SASK","SK"
"VA5","SK"
"VE5","SK"
"SLOB","SLUI"
"SLUI","SLUI"
"SAN LU","SLUI"
"LUIS","SLUI"
"SLO","SLUI"
"OBISPO","SLUI"
"SMAT","SMAT"
"MATEO","SMAT"
"SMATEO","SMAT"
"SM","SMAT"
"SAN MA","SMAT"
"SOLANO","SOLA"
"SOLA","SOLA"
"SOL","SOLA"
"SON","SONO"
"SONO","SONO"
"SONOMA","SONO"
"STANIS","STAN"
"STA","STAN"
"STAN","STAN"
"SUTTER","SUTT"
"SUT","SUTT"
"SUTT","SUTT"
"TEH","TEHA"
"TEHA","TEHA"
"TEHAMA","TEHA"
"THE","TEHA"
"TEHE","TEHA"
"TEMA","TEHA"
"TN","TN"
"TEN","TN"
"TENN","TN"
"TENNES","TN"
"TRIN","TRIN"
"TRINIT","TRIN"
"TRN","TRIN"
"TRI","TRIN"
"TUL","TULA"
"TULA","TULA"
"TULARE","TULA"
"TU","TULA"
"TUOLUM","TUOL"
"TUOL","TUOL"
"TOU","TUOL"
"TOUL","TUOL"
"TUO","TUOL"
"WTX","TX"
"TEX","TX"
"TEXAS","TX"
"TX","TX"
"NTX","TX"
"STX","TX"
"UT","UT"
"UTAH","UT"
"VA","VA"
"VIRG","VA"
"VIR","VA"
"VIRGIN","VA"
"VENT","VENT"
"VENTUR","VENT"
"VENTURA","VENT"
"VEN","VENT"
"VT","VT"
"VERMON","VT"
"VERM","VT"
"VER","VT"
"WWA","WA"
"WASH","WA"
"WAS","WA"
"EWA","WA"
"WA","WA"
"WASHIN","WA"
"WISCON","WI"
"WI","WI"
"WIS","WI"
"WS","WI"
"WISC","WI"
"WV","WV"
"WVIRG","WV"
"WEST","WV"
"WVIR","WV"
"WVA","WV"
"WYOM","WY"
"WYO","WY"
"WYOMIN","WY"
"WY","WY"
"XXXX","XXXX"
"YOLO","YOLO"
"YOL","YOLO"
"YUB","YUBA"
"YUBA","YUBA"
